1.000000 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
-0.500000 1.000000 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1.250000 -0.500000 1.000000 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
-0.625000 1.250000 -0.500000 1.000000 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0.312500 -0.625000 1.250000 -0.500000 1.000000 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
-0.156250 0.312500 -0.625000 1.250000 -0.500000 1.000000 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0.078125 -0.156250 0.312500 -0.625000 1.250000 -0.500000 1.000000 0 0 0 0 0 0 0 0 0 0 0 0 0 
-0.039062 0.078125 -0.156250 0.312500 -0.625000 1.250000 -0.500000 1.000000 0 0 0 0 0 0 0 0 0 0 0 0 
0.019531 -0.039062 0.078125 -0.156250 0.312500 -0.625000 1.250000 -0.500000 1.000000 0 0 0 0 0 0 0 0 0 0 0 
-0.009766 0.019531 -0.039062 0.078125 -0.156250 0.312500 -0.625000 1.250000 -0.500000 1.000000 0 0 0 0 0 0 0 0 0 0 
0.004883 -0.009766 0.019531 -0.039062 0.078125 -0.156250 0.312500 -0.625000 1.250000 -0.500000 1.000000 0 0 0 0 0 0 0 0 0 
-0.002441 0.004883 -0.009766 0.019531 -0.039062 0.078125 -0.156250 0.312500 -0.625000 1.250000 -0.500000 1.000000 0 0 0 0 0 0 0 0 
0.001221 -0.002441 0.004883 -0.009766 0.019531 -0.039062 0.078125 -0.156250 0.312500 -0.625000 1.250000 -0.500000 1.000000 0 0 0 0 0 0 0 
-0.000610 0.001221 -0.002441 0.004883 -0.009766 0.019531 -0.039062 0.078125 -0.156250 0.312500 -0.625000 1.250000 -0.500000 1.000000 0 0 0 0 0 0 
0.000305 -0.000610 0.001221 -0.002441 0.004883 -0.009766 0.019531 -0.039062 0.078125 -0.156250 0.312500 -0.625000 1.250000 -0.500000 1.000000 0 0 0 0 0 
-0.000153 0.000305 -0.000610 0.001221 -0.002441 0.004883 -0.009766 0.019531 -0.039062 0.078125 -0.156250 0.312500 -0.625000 1.250000 -0.500000 1.000000 0 0 0 0 
0.000076 -0.000153 0.000305 -0.000610 0.001221 -0.002441 0.004883 -0.009766 0.019531 -0.039062 0.078125 -0.156250 0.312500 -0.625000 1.250000 -0.500000 1.000000 0 0 0 
-0.000038 0.000076 -0.000153 0.000305 -0.000610 0.001221 -0.002441 0.004883 -0.009766 0.019531 -0.039062 0.078125 -0.156250 0.312500 -0.625000 1.250000 -0.500000 1.000000 0 0 
0.000019 -0.000038 0.000076 -0.000153 0.000305 -0.000610 0.001221 -0.002441 0.004883 -0.009766 0.019531 -0.039062 0.078125 -0.156250 0.312500 -0.625000 1.250000 -0.500000 1.000000 0 
-0.000010 0.000019 -0.000038 0.000076 -0.000153 0.000305 -0.000610 0.001221 -0.002441 0.004883 -0.009766 0.019531 -0.039062 0.078125 -0.156250 0.312500 -0.625000 1.250000 -0.500000 1.000000 
0 -0.000010 0.000019 -0.000038 0.000076 -0.000153 0.000305 -0.000610 0.001221 -0.002441 0.004883 -0.009766 0.019531 -0.039062 0.078125 -0.156250 0.312500 -0.625000 1.250000 -0.500000 
0 0 -0.000010 0.000019 -0.000038 0.000076 -0.000153 0.000305 -0.000610 0.001221 -0.002441 0.004883 -0.009766 0.019531 -0.039062 0.078125 -0.156250 0.312500 -0.625000 1.250000 
0 0 0 -0.000010 0.000019 -0.000038 0.000076 -0.000153 0.000305 -0.000610 0.001221 -0.002441 0.004883 -0.009766 0.019531 -0.039062 0.078125 -0.156250 0.312500 -0.625000 
0 0 0 0 -0.000010 0.000019 -0.000038 0.000076 -0.000153 0.000305 -0.000610 0.001221 -0.002441 0.004883 -0.009766 0.019531 -0.039062 0.078125 -0.156250 0.312500 
0 0 0 0 0 -0.000010 0.000019 -0.000038 0.000076 -0.000153 0.000305 -0.000610 0.001221 -0.002441 0.004883 -0.009766 0.019531 -0.039062 0.078125 -0.156250 
0 0 0 0 0 0 -0.000010 0.000019 -0.000038 0.000076 -0.000153 0.000305 -0.000610 0.001221 -0.002441 0.004883 -0.009766 0.019531 -0.039062 0.078125 
0 0 0 0 0 0 0 -0.000010 0.000019 -0.000038 0.000076 -0.000153 0.000305 -0.000610 0.001221 -0.002441 0.004883 -0.009766 0.019531 -0.039062 
0 0 0 0 0 0 0 0 -0.000010 0.000019 -0.000038 0.000076 -0.000153 0.000305 -0.000610 0.001221 -0.002441 0.004883 -0.009766 0.019531 
0 0 0 0 0 0 0 0 0 -0.000010 0.000019 -0.000038 0.000076 -0.000153 0.000305 -0.000610 0.001221 -0.002441 0.004883 -0.009766 
0 0 0 0 0 0 0 0 0 0 -0.000010 0.000019 -0.000038 0.000076 -0.000153 0.000305 -0.000610 0.001221 -0.002441 0.004883 
0 0 0 0 0 0 0 0 0 0 0 -0.000010 0.000019 -0.000038 0.000076 -0.000153 0.000305 -0.000610 0.001221 -0.002441 
0 0 0 0 0 0 0 0 0 0 0 0 -0.000010 0.000019 -0.000038 0.000076 -0.000153 0.000305 -0.000610 0.001221 
0 0 0 0 0 0 0 0 0 0 0 0 0 -0.000010 0.000019 -0.000038 0.000076 -0.000153 0.000305 -0.000610 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.000010 0.000019 -0.000038 0.000076 -0.000153 0.000305 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.000010 0.000019 -0.000038 0.000076 -0.000153 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.000010 0.000019 -0.000038 0.000076 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.000010 0.000019 -0.000038 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.000010 0.000019 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.000010 
